Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
5.92,5.92,1.0,0.0131,4.58,1.4755,0.017,1.2926,1.4755,0.0257
5.92,5.56,0.906,0.028,4.58,1.4755,0.017,1.214,1.3368,0.0441
5.92,5.36,0.865,0.021,4.58,1.4755,0.017,1.1703,1.2763,0.0343
5.92,5.27,0.8465,0.0138,4.58,1.4755,0.017,1.1507,1.249,0.0249
5.92,5.15,0.8095,0.0126,4.58,1.4755,0.017,1.1245,1.1944,0.0231
5.92,5.0,0.7815,0.0138,4.58,1.4755,0.017,1.0917,1.1531,0.0243
5.92,4.89,0.7515,0.0162,4.58,1.4755,0.017,1.0677,1.1088,0.0271
5.92,4.81,0.7285,0.0213,4.58,1.4755,0.017,1.0502,1.0749,0.0338
5.92,4.7,0.7075,0.0216,4.58,1.4755,0.017,1.0262,1.0439,0.0341
5.56,5.92,1.1035,0.0156,4.58,1.336,0.0283,1.2926,1.4743,0.0375
5.56,5.56,1.0,0.0252,4.58,1.336,0.0283,1.214,1.336,0.044
5.56,5.36,0.955,0.0213,4.58,1.336,0.0283,1.1703,1.2759,0.0392
5.56,5.27,0.928,0.015,4.58,1.336,0.0283,1.1507,1.2398,0.033
5.56,5.15,0.888,0.0131,4.58,1.336,0.0283,1.1245,1.1864,0.0306
5.56,5.0,0.8595,0.0141,4.58,1.336,0.0283,1.0917,1.1483,0.0308
5.56,4.89,0.8215,0.0169,4.58,1.336,0.0283,1.0677,1.0975,0.0324
5.56,4.81,0.801,0.0202,4.58,1.336,0.0283,1.0502,1.0701,0.0352
5.56,4.7,0.7785,0.0211,4.58,1.336,0.0283,1.0262,1.0401,0.0358
5.36,5.92,1.1565,0.015,4.58,1.273,0.0215,1.2926,1.4722,0.0314
5.36,5.56,1.0505,0.0281,4.58,1.273,0.0215,1.214,1.3373,0.0423
5.36,5.36,1.0,0.0194,4.58,1.273,0.0215,1.1703,1.273,0.0327
5.36,5.27,0.978,0.0138,4.58,1.273,0.0215,1.1507,1.245,0.0274
5.36,5.15,0.934,0.013,4.58,1.273,0.0215,1.1245,1.189,0.026
5.36,5.0,0.9035,0.014,4.58,1.273,0.0215,1.0917,1.1502,0.0264
5.36,4.89,0.8705,0.0157,4.58,1.273,0.0215,1.0677,1.1081,0.0274
5.36,4.81,0.842,0.0202,4.58,1.273,0.0215,1.0502,1.0719,0.0314
5.36,4.7,0.8175,0.0208,4.58,1.273,0.0215,1.0262,1.0407,0.0318
5.27,5.92,1.18,0.0144,4.58,1.252,0.0149,1.2926,1.4774,0.0252
5.27,5.56,1.079,0.0267,4.58,1.252,0.0149,1.214,1.3509,0.0371
5.27,5.36,1.023,0.0202,4.58,1.252,0.0149,1.1703,1.2808,0.0295
5.27,5.27,1.0,0.0125,4.58,1.252,0.0149,1.1507,1.252,0.0216
5.27,5.15,0.956,0.0128,4.58,1.252,0.0149,1.1245,1.1969,0.0214
5.27,5.0,0.924,0.0135,4.58,1.252,0.0149,1.0917,1.1568,0.0218
5.27,4.89,0.888,0.0155,4.58,1.252,0.0149,1.0677,1.1118,0.0235
5.27,4.81,0.86,0.0197,4.58,1.252,0.0149,1.0502,1.0767,0.0278
5.27,4.7,0.8345,0.0206,4.58,1.252,0.0149,1.0262,1.0448,0.0286
5.15,5.92,1.235,0.0136,4.58,1.1905,0.0142,1.2926,1.4703,0.0239
5.15,5.56,1.124,0.0253,4.58,1.1905,0.0142,1.214,1.3381,0.0341
5.15,5.36,1.0695,0.0196,4.58,1.1905,0.0142,1.1703,1.2732,0.0278
5.15,5.27,1.046,0.0132,4.58,1.1905,0.0142,1.1507,1.2453,0.0216
5.15,5.15,1.0,0.0114,4.58,1.1905,0.0142,1.1245,1.1905,0.0196
5.15,5.0,0.968,0.0132,4.58,1.1905,0.0142,1.0917,1.1524,0.0209
5.15,4.89,0.9285,0.0154,4.58,1.1905,0.0142,1.0677,1.1054,0.0226
5.15,4.81,0.8985,0.0197,4.58,1.1905,0.0142,1.0502,1.0697,0.0267
5.15,4.7,0.874,0.0199,4.58,1.1905,0.0142,1.0262,1.0405,0.0267
5.0,5.92,1.277,0.0143,4.58,1.1515,0.0143,1.2926,1.4705,0.0246
5.0,5.56,1.163,0.0263,4.58,1.1515,0.0143,1.214,1.3392,0.0346
5.0,5.36,1.104,0.0202,4.58,1.1515,0.0143,1.1703,1.2713,0.0281
5.0,5.27,1.0815,0.0134,4.58,1.1515,0.0143,1.1507,1.2453,0.0218
5.0,5.15,1.033,0.0129,4.58,1.1515,0.0143,1.1245,1.1895,0.0209
5.0,5.0,1.0,0.0124,4.58,1.1515,0.0143,1.0917,1.1515,0.0202
5.0,4.89,0.9595,0.0155,4.58,1.1515,0.0143,1.0677,1.1049,0.0225
5.0,4.81,0.9305,0.0192,4.58,1.1515,0.0143,1.0502,1.0715,0.0258
5.0,4.7,0.9055,0.0199,4.58,1.1515,0.0143,1.0262,1.0427,0.0263
4.89,5.92,1.3305,0.0141,4.58,1.105,0.0166,1.2926,1.4702,0.027
4.89,5.56,1.2145,0.0261,4.58,1.105,0.0166,1.214,1.342,0.0352
4.89,5.36,1.1505,0.0193,4.58,1.105,0.0166,1.1703,1.2713,0.0286
4.89,5.27,1.127,0.0133,4.58,1.105,0.0166,1.1507,1.2453,0.0238
4.89,5.15,1.077,0.0129,4.58,1.105,0.0166,1.1245,1.1901,0.0229
4.89,5.0,1.042,0.0133,4.58,1.105,0.0166,1.0917,1.1514,0.0227
4.89,4.89,1.0,0.014,4.58,1.105,0.0166,1.0677,1.105,0.0227
4.89,4.81,0.972,0.0187,4.58,1.105,0.0166,1.0502,1.0741,0.0262
4.89,4.7,0.9415,0.0199,4.58,1.105,0.0166,1.0262,1.0404,0.027
4.81,5.92,1.369,0.0151,4.58,1.0825,0.0215,1.2926,1.4819,0.0337
4.81,5.56,1.245,0.0269,4.58,1.0825,0.0215,1.214,1.3477,0.0396
4.81,5.36,1.1845,0.0208,4.58,1.0825,0.0215,1.1703,1.2822,0.034
4.81,5.27,1.1615,0.0137,4.58,1.0825,0.0215,1.1507,1.2573,0.029
4.81,5.15,1.1135,0.0132,4.58,1.0825,0.0215,1.1245,1.2054,0.0279
4.81,5.0,1.0735,0.0137,4.58,1.0825,0.0215,1.0917,1.1621,0.0274
4.81,4.89,1.029,0.0161,4.58,1.0825,0.0215,1.0677,1.1139,0.0282
4.81,4.81,1.0,0.0183,4.58,1.0825,0.0215,1.0502,1.0825,0.0292
4.81,4.7,0.972,0.0213,4.58,1.0825,0.0215,1.0262,1.0522,0.0311
4.7,5.92,1.4105,0.015,4.58,1.0425,0.0216,1.2926,1.4704,0.0342
4.7,5.56,1.286,0.0269,4.58,1.0425,0.0216,1.214,1.3407,0.0395
4.7,5.36,1.2225,0.0198,4.58,1.0425,0.0216,1.1703,1.2745,0.0335
4.7,5.27,1.1985,0.013,4.58,1.0425,0.0216,1.1507,1.2494,0.0292
4.7,5.15,1.142,0.0131,4.58,1.0425,0.0216,1.1245,1.1905,0.0282
4.7,5.0,1.106,0.013,4.58,1.0425,0.0216,1.0917,1.153,0.0275
4.7,4.89,1.06,0.0154,4.58,1.0425,0.0216,1.0677,1.105,0.028
4.7,4.81,1.029,0.0193,4.58,1.0425,0.0216,1.0502,1.0727,0.03
4.7,4.7,1.0,0.018,4.58,1.0425,0.0216,1.0262,1.0425,0.0286
4.58,5.92,1.4755,0.017,4.58,1.0,0.0278,1.2926,1.4755,0.0444
4.58,5.56,1.336,0.0283,4.58,1.0,0.0278,1.214,1.336,0.0467
4.58,5.36,1.273,0.0215,4.58,1.0,0.0278,1.1703,1.273,0.0414
4.58,5.27,1.252,0.0149,4.58,1.0,0.0278,1.1507,1.252,0.0379
4.58,5.15,1.1905,0.0142,4.58,1.0,0.0278,1.1245,1.1905,0.036
4.58,5.0,1.1515,0.0143,4.58,1.0,0.0278,1.0917,1.1515,0.0351
4.58,4.89,1.105,0.0166,4.58,1.0,0.0278,1.0677,1.105,0.0349
4.58,4.81,1.0825,0.0215,4.58,1.0,0.0278,1.0502,1.0825,0.037
4.58,4.7,1.0425,0.0216,4.58,1.0,0.0278,1.0262,1.0425,0.0361
